VideoID,Start,End,WorkerID,Source,AnnotationTime,Language,Description
IY1Fn796MoY,7,10,760882,clean,18,English,A boy is cutting grass with scissors.
IY1Fn796MoY,7,10,878566,clean,45,English,A teenage boy is cutting grass with scissors.
IY1Fn796MoY,7,10,707318,clean,17,English,A boy is cutting grass with scissors.
IY1Fn796MoY,7,10,280252,clean,42,English,A BOY IS CUTTING A GRASS BY SCISSOR.
IY1Fn796MoY,7,10,159786,clean,2721,English,Someone is cutting grass with scissors.
IY1Fn796MoY,7,10,922727,clean,20,English,A boy is cutting grass with scissors.
IY1Fn796MoY,7,10,275759,clean,21,English,A boy is cutting grass.
IY1Fn796MoY,7,10,825347,clean,18,English,A young man is cutting grass with scissors.
IY1Fn796MoY,7,10,297776,clean,31,English,A teenager cuts a clump of grass with scissors.
IY1Fn796MoY,7,10,373663,clean,46,English,A boy is cutting grass with scissors.
IY1Fn796MoY,7,10,155632,clean,51,English,A boy is trimming grass with scissors.
IY1Fn796MoY,7,10,214410,clean,34,English,A boy is cutting grass with a pair of scissors.
IY1Fn796MoY,7,10,169605,clean,16,English,Someone is cutting grass with scissors.
IY1Fn796MoY,7,10,617730,clean,62,English,A boy is cutting the grass with scissors.
IY1Fn796MoY,7,10,309959,clean,18,English,The boy cut the grass by the curb with scissors.
IY1Fn796MoY,7,10,762891,clean,20,English,The boy is using scissors to cut the grass.
IY1Fn796MoY,7,10,675312,clean,148,English,A boy is edging the lawn with scissors.
IY1Fn796MoY,7,10,807872,clean,19,English,A boy cuts grass with scissors.
IY1Fn796MoY,7,10,553931,clean,20,English,The boy cut the grass with scissors.
R24RktgUi-s,5,15,922727,clean,52,English,Men are playing soccer.
R24RktgUi-s,5,15,275759,clean,46,English,Players are playing football.
R24RktgUi-s,5,15,374994,clean,30,English,A soccer player is kicking the soccer ball into the goal from a long way down the field.
R24RktgUi-s,5,15,297776,clean,58,English,A soccer player scores a goal from the middle of the field.
R24RktgUi-s,5,15,155632,clean,20,English,A man shoots a soccer goal.
R24RktgUi-s,5,15,772960,clean,146,English,Two teams are playing soccer on a field as a red teammate member kicks the ball into the goal post.
R24RktgUi-s,5,15,550906,clean,19,English,a soccer player making a long goal
R24RktgUi-s,5,15,309959,clean,22,English,The red soccer team made a goal from a great distance.
R24RktgUi-s,5,15,295615,clean,31,English,Two teams play soccer.
R24RktgUi-s,5,15,762891,clean,31,English,The soccer player made a goal.
R24RktgUi-s,5,15,215924,clean,146,English,A soccer ball is kicked across the field.
R24RktgUi-s,5,15,625932,clean,39,English,A soccer player kicks the ball into the goal.
R24RktgUi-s,5,15,553931,clean,25,English,The soccer player kicked a goal from a long distance.
kWLNZzuo3do,56,62,682611,clean,156,English,Someone is pouring water into a plastic bowl of mushrooms.
kWLNZzuo3do,56,62,760882,clean,19,English,A person puts water on mushrooms.
kWLNZzuo3do,56,62,707318,clean,41,English,A person pours water on mushrooms.
kWLNZzuo3do,56,62,159786,clean,264,English,A woman pours water onto mushrooms.
kWLNZzuo3do,56,62,922727,clean,56,English,Water is being poured onto dried mushrooms.
kWLNZzuo3do,56,62,275759,clean,53,English,A woman is adding  water to mushrooms.
kWLNZzuo3do,56,62,374994,clean,17,English,A person is pouring water and mushrooms in a container.
kWLNZzuo3do,56,62,297776,clean,34,English,A woman puts mushrooms and water in a plastic container.
kWLNZzuo3do,56,62,373663,clean,42,English,Someone puts water onto some mushrooms.
kWLNZzuo3do,56,62,155632,clean,31,English,A woman is hydrating mushrooms in a bowl.
kWLNZzuo3do,56,62,169605,clean,88,English,A woman is mixing ingrediants.
kWLNZzuo3do,56,62,617730,clean,24,English,A woman is adding water to a bowl of mushrooms.
kWLNZzuo3do,56,62,309959,clean,22,English,The lady put the mushrooms and water in a bowl.
kWLNZzuo3do,56,62,762891,clean,26,English,The woman poured water over the mushrooms.
kWLNZzuo3do,56,62,807872,clean,32,English,A woman pours some water on an unknown brown food.
kWLNZzuo3do,56,62,553931,clean,18,English,The lady put the mushrooms and water into a bowl.
kWLNZzuo3do,56,62,965612,unverified,33,English,there is tamarind
kWLNZzuo3do,56,62,688049,unverified,65,English,A woman is making food
kWLNZzuo3do,56,62,132126,unverified,61,English,A delicious dish attractively served.
kWLNZzuo3do,56,62,799001,unverified,18,English,A woman is preparing mushrooms.
kWLNZzuo3do,56,62,707318,unverified,40,English,A person pours water on mushrooms.
kWLNZzuo3do,56,62,829808,unverified,110,English,A lady preparing food.
kWLNZzuo3do,56,62,418656,unverified,43,English,A man is adding water in a bowl.
kWLNZzuo3do,56,62,497691,unverified,34,English,A PERSON IS PREPARING A SWEET.
kWLNZzuo3do,56,62,741585,unverified,24,English,A woman is putting water and mushrooms into a bowl.
kWLNZzuo3do,56,62,153270,unverified,163,English,event
kWLNZzuo3do,56,62,281652,unverified,40,English,A man is cleaning mushrooms.
kWLNZzuo3do,56,62,599728,unverified,76,English,A man put something in a bowl
kWLNZzuo3do,56,62,919506,unverified,54,English,showing how to make udon noodle
kWLNZzuo3do,56,62,749155,unverified,42,English,Mushrooms being soaked in water
kWLNZzuo3do,56,62,394339,unverified,90,English,A person making a Nabeyaki noodle soup.
kWLNZzuo3do,56,62,334439,unverified,25,English,A women is cooking with her dog
kWLNZzuo3do,56,62,130040,unverified,21,English,a man cooking his kichen
kWLNZzuo3do,56,62,762891,unverified,17,English,The woman is pouring water over the mushrooms.
kWLNZzuo3do,56,62,869926,unverified,21,English,A person is pouring mushrooms and water into a bowl.
kWLNZzuo3do,56,62,525230,unverified,209,English,clear detail for nabeyaki udon noodle video
kWLNZzuo3do,56,62,956256,unverified,86,English,A man mixing water with mushroom
kWLNZzuo3do,56,62,633378,unverified,28,English,A woman is pouring water into a container.
kWLNZzuo3do,56,62,131538,unverified,28,English,A chef mixes mushrooms and water.
d1zdJO3CqVw,1,35,135621,clean,184,English,A woman is holding a young babies hands while the baby bobs around like it is dancing.
d1zdJO3CqVw,1,35,435773,clean,42,English,A little baby is dancing.
d1zdJO3CqVw,1,35,922727,clean,45,English,A baby is dancing.
d1zdJO3CqVw,1,35,275759,clean,50,English,A baby is dancing in the hands of mother.
d1zdJO3CqVw,1,35,825347,clean,22,English,A woman and baby are dancing.
d1zdJO3CqVw,1,35,374994,clean,42,English,A woman is holding a dancing baby up.
d1zdJO3CqVw,1,35,297776,clean,72,English,A baby dances with her mother.
d1zdJO3CqVw,1,35,155632,clean,76,English,A woman is abusing her child.
d1zdJO3CqVw,1,35,772960,clean,584,English,"A small baby is dancing to music, while his hands are held by an adult."
d1zdJO3CqVw,1,35,550906,clean,38,English,A toddler learning to dance.
d1zdJO3CqVw,1,35,309959,clean,25,English,The baby danced on the wooden floor.
d1zdJO3CqVw,1,35,762891,clean,47,English,The baby is walking and dancing.
d1zdJO3CqVw,1,35,625932,clean,49,English,A baby in a diaper is dancing with a woman.
d1zdJO3CqVw,1,35,553931,clean,17,English,The baby danced on the floor.
d1zdJO3CqVw,1,35,599728,unverified,47,English,a baby is dancing
d1zdJO3CqVw,1,35,531524,unverified,202,English,A baby is dancing according to the song.
d1zdJO3CqVw,1,35,750723,unverified,79,English,a baby is laughing and dancing
d1zdJO3CqVw,1,35,977945,unverified,169,English,A baby waling with a men
d1zdJO3CqVw,1,35,919506,unverified,68,English,a child is learning dance.
d1zdJO3CqVw,1,35,705358,unverified,287,English,a little baby enjoying with his mummy .
d1zdJO3CqVw,1,35,475845,unverified,114,English,a small boy walking on the room
d1zdJO3CqVw,1,35,334439,unverified,42,English,baby is dancing
d1zdJO3CqVw,1,35,497691,unverified,75,English,The baby dancing with the help of her mother
d1zdJO3CqVw,1,35,257511,unverified,48,English,A baby and a mother are dancing together.
d1zdJO3CqVw,1,35,563584,unverified,45,English,A baby dances.
d1zdJO3CqVw,1,35,132126,unverified,62,English,A baby in a diaper wanting to hold his toy.
d1zdJO3CqVw,1,35,553878,unverified,224,English,A Baby is dancing
d1zdJO3CqVw,1,35,813710,unverified,25,English,A baby is dancing to music.
d1zdJO3CqVw,1,35,963466,unverified,95,English,A baby is dancing.
d1zdJO3CqVw,1,35,346578,unverified,28,English,A baby is dancing.
d1zdJO3CqVw,1,35,343525,unverified,404,English,A baby is dancing.
d1zdJO3CqVw,1,35,169605,unverified,65,English,A baby is dancing.
d1zdJO3CqVw,1,35,707318,unverified,19,English,A baby is dancing.
d1zdJO3CqVw,1,35,169072,unverified,84,English,A baby is dancing.
d1zdJO3CqVw,1,35,799001,unverified,42,English,A baby is dancing.
d1zdJO3CqVw,1,35,611139,unverified,55,English,A baby is dancing.
d1zdJO3CqVw,1,35,890391,unverified,67,English,A baby is playing.
d1zdJO3CqVw,1,35,130040,unverified,24,English,A baby is walking
d1zdJO3CqVw,1,35,617730,unverified,34,English,A baby is walking and dancing across the floor.
d1zdJO3CqVw,1,35,313410,unverified,74,English,A baby is walking while holding onto his mother's hands.
d1zdJO3CqVw,1,35,990853,unverified,32,English,A boy trying to walk and dance
d1zdJO3CqVw,1,35,403763,unverified,94,English,A child and a woman are dancing.
d1zdJO3CqVw,1,35,371782,unverified,123,English,A cute baby is trying to walk on the floor.
d1zdJO3CqVw,1,35,467982,unverified,95,English,A father trying to make her child walk on the floor.
d1zdJO3CqVw,1,35,394339,unverified,94,English,A man trying to walk little baby child.
d1zdJO3CqVw,1,35,682611,unverified,89,English,A toddler is dancing holding on to a woman's hand or hands.
d1zdJO3CqVw,1,35,807872,unverified,31,English,A woman helps a baby learn to walk.
d1zdJO3CqVw,1,35,281652,unverified,58,English,A woman is encouraging the baby in dancing.
d1zdJO3CqVw,1,35,279187,unverified,102,English,A woman supports a toddler while he dances.
d1zdJO3CqVw,1,35,544487,unverified,268,English,Baby in a diaper is dancing around.
d1zdJO3CqVw,1,35,373663,unverified,31,English,"Baby walking, dancing."
d1zdJO3CqVw,1,35,927299,unverified,112,English,The baby is bouncing and walking with help.
d1zdJO3CqVw,1,35,818922,unverified,61,English,this baby is so cute and dancing its very funny!!!!!!!!!
d1zdJO3CqVw,1,35,965612,unverified,64,English,the baby learning to walk
d1zdJO3CqVw,1,35,741585,unverified,462,English,A baby and a woman are dancing.
d1zdJO3CqVw,1,35,947723,unverified,54,English,A woman dances with a toddler.
d1zdJO3CqVw,1,35,132982,unverified,48,English,Baby Dancing on wooden Floor
hkkmKk9LcQk,36,43,257003,clean,53,English,A man is eating a banana.
hkkmKk9LcQk,36,43,252681,clean,15,English,A man is eating a banana.
hkkmKk9LcQk,36,43,135621,clean,159,English,A man is eating a banana.
hkkmKk9LcQk,36,43,280252,clean,38,English,A fat man is eating a banana.
hkkmKk9LcQk,36,43,435773,clean,19,English,A man is peeling and eating a banana.
hkkmKk9LcQk,36,43,922727,clean,207,English,A man is eating a banana.
hkkmKk9LcQk,36,43,275759,clean,38,English,A man is eating banana.
hkkmKk9LcQk,36,43,825347,clean,9,English,A man is eating a banana.
hkkmKk9LcQk,36,43,374994,clean,17,English,A man is eating a banana.
hkkmKk9LcQk,36,43,297776,clean,31,English,A man peels and eats a banana.
hkkmKk9LcQk,36,43,155632,clean,15,English,A man is eating a banana.
hkkmKk9LcQk,36,43,772960,clean,90,English,A fat dark man is peeling a banana and eating it.
hkkmKk9LcQk,36,43,550906,clean,154,English,A village boy eats a banana.
hkkmKk9LcQk,36,43,309959,clean,15,English,The man ate a banana.
hkkmKk9LcQk,36,43,762891,clean,27,English,The man is eating a banana.
hkkmKk9LcQk,36,43,615204,clean,41,English,An Indian man peels and eats a banana.
hkkmKk9LcQk,36,43,625932,clean,41,English,A man is eating a banana by a tree.
hkkmKk9LcQk,36,43,553931,clean,40,English,A man ate a banana.
hkkmKk9LcQk,36,43,371782,unverified,141,English,A group of men is sitting.
hkkmKk9LcQk,36,43,919506,unverified,44,English,a man eating banana.
hkkmKk9LcQk,36,43,741585,unverified,21,English,A man eats a banana.
hkkmKk9LcQk,36,43,309415,unverified,27,English,A man is eating a banana.
hkkmKk9LcQk,36,43,599728,unverified,45,English,A person is eating a banana
hkkmKk9LcQk,36,43,857450,unverified,76,English,senthil- valapalam(banana) joke
hkkmKk9LcQk,36,43,977945,unverified,239,English,senthil-valapalam(banana)joke
hkkmKk9LcQk,36,43,807741,unverified,102,English,this is senthil-valapalam(banana)joke.
hkkmKk9LcQk,36,43,394339,unverified,95,English,A man eating a banana.
hkkmKk9LcQk,36,43,807872,unverified,19,English,A man eats a banana.
hkkmKk9LcQk,36,43,563584,unverified,21,English,A man eats a banana.
hkkmKk9LcQk,36,43,169605,unverified,20,English,A man is eating a banana.
hkkmKk9LcQk,36,43,169072,unverified,51,English,A man is eating a banana.
hkkmKk9LcQk,36,43,638934,unverified,9,English,A man is eating a banana.
hkkmKk9LcQk,36,43,947723,unverified,32,English,A man is eating a banana.
hkkmKk9LcQk,36,43,373663,unverified,46,English,A man is eating a banana.
hkkmKk9LcQk,36,43,223451,unverified,58,English,A man is eating a banana.
hkkmKk9LcQk,36,43,600230,unverified,10,English,A man is eating a banana.
hkkmKk9LcQk,36,43,158187,unverified,19,English,A man is eating a banana.
hkkmKk9LcQk,36,43,346578,unverified,20,English,A man is eating a banana.
hkkmKk9LcQk,36,43,108687,unverified,37,English,A man is eating a banana.
hkkmKk9LcQk,36,43,813710,unverified,22,English,A man is eating a banana.
hkkmKk9LcQk,36,43,281652,unverified,29,English,A man is eating a banana.
hkkmKk9LcQk,36,43,403763,unverified,355,English,A man is eating banana.
hkkmKk9LcQk,36,43,963466,unverified,68,English,A man is eating banana.
hkkmKk9LcQk,36,43,585381,unverified,66,English,A man is peeling and eating a banana.
hkkmKk9LcQk,36,43,675312,unverified,56,English,A man is peeling and eating a banana.
hkkmKk9LcQk,36,43,617730,unverified,15,English,A man is peeling and eating a banana.
hkkmKk9LcQk,36,43,958230,unverified,62,English,A man peels and eats a banana.
hkkmKk9LcQk,36,43,919804,unverified,23,English,A man peels and eats a banana.
hkkmKk9LcQk,36,43,682611,unverified,54,English,A man peels and eats a banana.
hkkmKk9LcQk,36,43,707318,unverified,13,English,A man peels and eats a banana.
hkkmKk9LcQk,36,43,467982,unverified,61,English,A person doing some sort of funny act with a banana.
hkkmKk9LcQk,36,43,591613,unverified,38,English,A person eating banana.
hkkmKk9LcQk,36,43,531524,unverified,379,English,A south Indian man is making a joke on Banana fruit.
hkkmKk9LcQk,36,43,257511,unverified,13,English,A young man is eating a banana.
hkkmKk9LcQk,36,43,157374,unverified,354,English,A young man peels and enjoys his banana.
hkkmKk9LcQk,36,43,611139,unverified,51,English,Banana is eaten by a fat man.
hkkmKk9LcQk,36,43,418656,unverified,46,English,Comedian Senthil is eating banana.
hkkmKk9LcQk,36,43,525230,unverified,78,English,senthil and gowndamani great comedy for banana
hkkmKk9LcQk,36,43,132126,unverified,84,English,Six young men in a joking mood.
hkkmKk9LcQk,36,43,497691,unverified,34,English,A PEOPLE ARE SPEAKING ABOUT THE BANANA.
hkkmKk9LcQk,36,43,965612,unverified,53,English,the person is eating the banana
2HpZvL-_fiY,40,44,550906,clean,28,English,Models dancing in living room
2HpZvL-_fiY,40,44,553931,clean,20,English,Two girls are dancing in the living room.
2HpZvL-_fiY,40,44,922727,clean,31,English,Two girls are dancing.
2HpZvL-_fiY,40,44,159786,clean,728,English,Two girls dance in a circle.
2HpZvL-_fiY,40,44,215924,clean,46,English,Two people dance together.
2HpZvL-_fiY,40,44,762891,clean,28,English,Two woman are dancing in the room.
2HpZvL-_fiY,40,44,381885,clean,95,English,Two women are dancing around in the living room.
2HpZvL-_fiY,40,44,374994,clean,31,English,Two women are dancing in a circle.
2HpZvL-_fiY,40,44,772960,clean,164,English,"Two women are dancing to music, with each other in the drawing room."
2HpZvL-_fiY,40,44,625932,clean,36,English,Two women are dancing together.
2HpZvL-_fiY,40,44,155632,clean,67,English,Two women are dancing.
2HpZvL-_fiY,40,44,275759,clean,28,English,Two women are dancing.
2HpZvL-_fiY,40,44,135141,clean,38,English,Two women are linking arms and dancing in circle in a living room.
2HpZvL-_fiY,40,44,297776,clean,36,English,Two women dance together.
2HpZvL-_fiY,40,44,280252,clean,69,English,Two women is dancing.
r2oI9Y-3wAo,21,28,760882,clean,23,English,Baby pandas are crawling on a bench.
r2oI9Y-3wAo,21,28,135621,clean,47,English,Several pandas are playing on a bench swing.
r2oI9Y-3wAo,21,28,280252,clean,28,English,Pandas are playing.
r2oI9Y-3wAo,21,28,159786,clean,544,English,Pandas are playing on a bench.
r2oI9Y-3wAo,21,28,275759,clean,31,English,Baby pandas are playing.
r2oI9Y-3wAo,21,28,157374,clean,260,English,Panda are playing together on a swing in the snow.
r2oI9Y-3wAo,21,28,374994,clean,17,English,Baby pandas are playing on a bench.
r2oI9Y-3wAo,21,28,297776,clean,29,English,A bunch of pandas play on a bench.
r2oI9Y-3wAo,21,28,181773,clean,23,English,Some panda babies are climbing on a wooden frame.
r2oI9Y-3wAo,21,28,155632,clean,23,English,Panda cubs are playing in the snow.
r2oI9Y-3wAo,21,28,164462,clean,44,English,Panda bears playing on a bench swing.
r2oI9Y-3wAo,21,28,169605,clean,14,English,Panda's play on a swing.
r2oI9Y-3wAo,21,28,617730,clean,88,English,Several panda bears are climbing on a bench.
r2oI9Y-3wAo,21,28,309959,clean,17,English,The panda bears played together in the snow.
r2oI9Y-3wAo,21,28,762891,clean,18,English,The pandas are playing on the swing.
r2oI9Y-3wAo,21,28,807872,clean,24,English,Four pandas play on a bench.
r2oI9Y-3wAo,21,28,553931,clean,25,English,The panda bears played together on the step in the snow.
r2oI9Y-3wAo,21,28,388532,unverified,34,English,Pandas are climbing on a lawn swing.
r2oI9Y-3wAo,21,28,833861,unverified,70,English,Panda babies are  playing
r2oI9Y-3wAo,21,28,534360,unverified,34,English,Panda's are playing on a bench.
r2oI9Y-3wAo,21,28,617122,unverified,34,English,Baby pandas playing on a bench.
r2oI9Y-3wAo,21,28,313410,unverified,45,English,A group of baby panda bears play on a bench.
r2oI9Y-3wAo,21,28,132126,unverified,77,English,A view of baby pandas.
r2oI9Y-3wAo,21,28,799001,unverified,20,English,Baby pandas are playing on a swing.
r2oI9Y-3wAo,21,28,707318,unverified,21,English,Pandas are playing near a bench.
r2oI9Y-3wAo,21,28,318570,unverified,155,English,many pandas are playing around the bench.
r2oI9Y-3wAo,21,28,403763,unverified,55,English,The panda babies are moving around.
r2oI9Y-3wAo,21,28,741585,unverified,22,English,Panda bears are playing on a swing.
r2oI9Y-3wAo,21,28,424928,unverified,42,English,Baby pandas are playing on a bench in the snow.
r2oI9Y-3wAo,21,28,776761,unverified,42,English,Panda cubs are playing on a swing.
r2oI9Y-3wAo,21,28,303815,unverified,40,English,pandas are playing in zoo
r2oI9Y-3wAo,21,28,394339,unverified,237,English,small black and white herbiovrous mammal of bamboo are playing.
r2oI9Y-3wAo,21,28,895461,unverified,38,English,The polar bear cubs are playing on the swing.
r2oI9Y-3wAo,21,28,130040,unverified,28,English,a panda babies are playing
r2oI9Y-3wAo,21,28,947723,unverified,17,English,Pandas play on a swing set.
r2oI9Y-3wAo,21,28,255489,unverified,105,English,The panda babies are very happy playing with each other.
r2oI9Y-3wAo,21,28,279187,unverified,619,English,Panda cubs play on a wooden cradle.
r2oI9Y-3wAo,21,28,762891,unverified,12,English,The pandas are playing.
4PayIIIOeIs,230,238,550906,clean,30,English,A man takes a shot at a target outside.
4PayIIIOeIs,230,238,297776,clean,29,English,A man fires a shotgun at a target.
4PayIIIOeIs,230,238,275759,clean,29,English,A man is firing a shot gun.
4PayIIIOeIs,230,238,825347,clean,25,English,A man is firing a shotgun at targets.
4PayIIIOeIs,230,238,374994,clean,14,English,A man is firing a shotgun down a range.
4PayIIIOeIs,230,238,135621,clean,97,English,A man is shooting at a target with a shotgun.
4PayIIIOeIs,230,238,617730,clean,47,English,A man is shooting at some targets.
4PayIIIOeIs,230,238,896610,clean,36,English,A man is shooting at targets with a shotgun.
4PayIIIOeIs,230,238,922727,clean,26,English,A man is shooting at targets.
4PayIIIOeIs,230,238,159786,clean,2255,English,A man is shooting shotgun slugs across a hill.
4PayIIIOeIs,230,238,257003,clean,77,English,A man is shooting with a gun.
4PayIIIOeIs,230,238,155632,clean,20,English,A man is target shooting.
4PayIIIOeIs,230,238,807872,clean,18,English,A man shoots a shotgun.
4PayIIIOeIs,230,238,760882,clean,35,English,A man shoots a shotgun.
4PayIIIOeIs,230,238,553931,clean,22,English,A man shot his rifle at a target.
4PayIIIOeIs,230,238,772960,clean,156,English,A man standing in the woods fires a shot with his rifle at a far off target.
4PayIIIOeIs,230,238,309959,clean,22,English,A man took aim and fired at a target.
4PayIIIOeIs,230,238,164462,clean,50,English,A man using a shotgun for target practice.
4PayIIIOeIs,230,238,762891,clean,19,English,The man shot his gun.
v4_AzQSnmY4,40,55,550906,clean,44,English,A woman gallops on a horse.
v4_AzQSnmY4,40,55,215924,clean,47,English,A person rides a horse.
v4_AzQSnmY4,40,55,374994,clean,22,English,A woman is riding a horse along a road.
v4_AzQSnmY4,40,55,257003,clean,80,English,A woman is riding a horse inside a track.
v4_AzQSnmY4,40,55,772960,clean,110,English,A woman is riding a horse on an open ground.
v4_AzQSnmY4,40,55,155632,clean,24,English,A woman is riding a horse.
v4_AzQSnmY4,40,55,381885,clean,67,English,A woman is riding a horse.
v4_AzQSnmY4,40,55,922727,clean,34,English,A woman is riding a horse.
v4_AzQSnmY4,40,55,625932,clean,23,English,A woman is riding a horse.
v4_AzQSnmY4,40,55,280252,clean,31,English,A woman is riding on a horse.
v4_AzQSnmY4,40,55,275759,clean,27,English,A woman is riding on a horse.
v4_AzQSnmY4,40,55,159786,clean,988,English,A woman rides a horse.
v4_AzQSnmY4,40,55,297776,clean,39,English,A woman rides a show horse.
v4_AzQSnmY4,40,55,553931,clean,55,English,The girl is riding a horse in a ring.
v4_AzQSnmY4,40,55,309959,clean,19,English,The girl rode her brown horse.
v4_AzQSnmY4,40,55,762891,clean,32,English,The woman is riding a horse.
v4_AzQSnmY4,40,55,471930,unverified,28,English,A woman is riding a horse around.
v4_AzQSnmY4,40,55,411294,unverified,33,English,The lady is riding on the horse.
v4_AzQSnmY4,40,55,651813,unverified,21,English,A girl is riding a horse.
v4_AzQSnmY4,40,55,760882,unverified,19,English,A woman is riding on a horse.
v4_AzQSnmY4,40,55,696912,unverified,55,English,The girl is riding on a horse going around the field.
v4_AzQSnmY4,40,55,545517,unverified,66,English,A MAN RIDING A BLACK HORSE IN THE ROAD
v4_AzQSnmY4,40,55,132126,unverified,78,English,A woman riding a horse on a sandy road.
v4_AzQSnmY4,40,55,845886,unverified,68,English,A woman is horsing riding in a ground.
v4_AzQSnmY4,40,55,707318,unverified,14,English,A woman is riding a horse.
v4_AzQSnmY4,40,55,371782,unverified,139,English,A girl riding on the horse.
v4_AzQSnmY4,40,55,502429,unverified,49,English,A woman is riding on a horse.
v4_AzQSnmY4,40,55,435773,unverified,11,English,A woman is riding a horse.
v4_AzQSnmY4,40,55,157374,unverified,44,English,A woman is riding a horse on a track.
v4_AzQSnmY4,40,55,599728,unverified,337,English,A girl is doing horse riding
v4_AzQSnmY4,40,55,120123,unverified,62,English,Woman in riding gear working with a horse in jumping arena.
v4_AzQSnmY4,40,55,155632,unverified,13,English,A girl is riding a horse.
v4_AzQSnmY4,40,55,214410,unverified,44,English,A woman is riding a horse.
v4_AzQSnmY4,40,55,169605,unverified,23,English,A girl is riding a horse.
v4_AzQSnmY4,40,55,169072,unverified,41,English,A woman is riding a horse.
v4_AzQSnmY4,40,55,617730,unverified,23,English,A rider is galloping on her horse.
v4_AzQSnmY4,40,55,223451,unverified,24,English,A young girl is riding a horse.
v4_AzQSnmY4,40,55,383544,unverified,30,English,a lady is riding a horse
v4_AzQSnmY4,40,55,927299,unverified,37,English,A young woman is riding on a horse.
v4_AzQSnmY4,40,55,443302,unverified,33,English,A woman is riding a horse.
v4_AzQSnmY4,40,55,221391,unverified,74,English,A woman rides a horse across a training field.
v4_AzQSnmY4,40,55,735141,unverified,126,English,A man riding a horse
v4_AzQSnmY4,40,55,309959,unverified,14,English,The girl rode a brown horse.
v4_AzQSnmY4,40,55,406601,unverified,29,English,A woman is riding in the horse.
v4_AzQSnmY4,40,55,130040,unverified,23,English,A woman riding her horse
v4_AzQSnmY4,40,55,881202,unverified,10,English,A woman rides a horse.
v4_AzQSnmY4,40,55,762891,unverified,16,English,The woman is riding a horse.
v4_AzQSnmY4,40,55,643761,unverified,34,English,A woman is riding a horse.
v4_AzQSnmY4,40,55,675312,unverified,93,English,A girl is riding a horse through a competition course.
v4_AzQSnmY4,40,55,807872,unverified,25,English,A woman rides a horse.
v4_AzQSnmY4,40,55,553931,unverified,16,English,The girl rode a brown horse.
b97TK8XVLHE,40,50,682611,clean,136,English,A man is smiling as he reads an email message.
b97TK8XVLHE,40,50,760882,clean,27,English,A man checks his e-mail.
b97TK8XVLHE,40,50,707318,clean,17,English,A man is checking his email.
b97TK8XVLHE,40,50,135621,clean,119,English,A man is staring straight ahead and rubbing his hand over his chin and then the scene switches to a personal ad in some kind of paper or magazine.
b97TK8XVLHE,40,50,280252,clean,68,English,A man is reading a message on a computer.
b97TK8XVLHE,40,50,257511,clean,25,English,A man is reading a romantic email message on a computer.
b97TK8XVLHE,40,50,275759,clean,48,English,A man is smiling.
b97TK8XVLHE,40,50,373663,clean,89,English,"A man is rubbing his face, and reading."
b97TK8XVLHE,40,50,155632,clean,32,English,A man is reading his email.
b97TK8XVLHE,40,50,169605,clean,19,English,Someone is reading an email.
b97TK8XVLHE,40,50,617730,clean,17,English,A man is reading an email.
b97TK8XVLHE,40,50,309959,clean,19,English,The man read a personals ad.
b97TK8XVLHE,40,50,762891,clean,18,English,The man is reading his email.
b97TK8XVLHE,40,50,615204,clean,49,English,A man is reading an email message.
b97TK8XVLHE,40,50,807872,clean,22,English,A man reads his email.
b97TK8XVLHE,40,50,553931,clean,62,English,The man read an ad from a personals ad.
Z8rTzW9Gb6Y,116,123,682611,clean,15,English,A woman is eating a piece of fried chicken.
Z8rTzW9Gb6Y,116,123,760882,clean,100,English,A woman is eating chicken.
Z8rTzW9Gb6Y,116,123,280252,clean,48,English,A woman is eating a meat.
Z8rTzW9Gb6Y,116,123,159786,clean,188,English,A woman is eating a chicken leg.
Z8rTzW9Gb6Y,116,123,435773,clean,19,English,A girl is eating a piece of chicken.
Z8rTzW9Gb6Y,116,123,922727,clean,38,English,A woman is eating.
Z8rTzW9Gb6Y,116,123,275759,clean,28,English,A woman is eating chicken.
Z8rTzW9Gb6Y,116,123,825347,clean,17,English,A woman is eating a chicken wing.
Z8rTzW9Gb6Y,116,123,374994,clean,11,English,A woman is eating meat.
Z8rTzW9Gb6Y,116,123,297776,clean,31,English,A woman eats a chicken drumstick.
Z8rTzW9Gb6Y,116,123,373663,clean,26,English,A woman is eating something.
Z8rTzW9Gb6Y,116,123,155632,clean,20,English,A woman is eating a piece of chicken.
Z8rTzW9Gb6Y,116,123,169605,clean,24,English,A girl is eating chicken.
Z8rTzW9Gb6Y,116,123,617730,clean,22,English,A woman is eating a piece of chicken.
Z8rTzW9Gb6Y,116,123,772960,clean,234,English,A woman wearing a red dress is eating a chicken lollipop standing in a room as she thinks something.
Z8rTzW9Gb6Y,116,123,309959,clean,17,English,The lady sat and ate a drumstick.
Z8rTzW9Gb6Y,116,123,762891,clean,16,English,The woman is eating.
Z8rTzW9Gb6Y,116,123,675312,clean,293,English,A woman is eating a chicken leg.
Z8rTzW9Gb6Y,116,123,807872,clean,20,English,A woman eats a drumstick.
Z8rTzW9Gb6Y,116,123,553931,clean,24,English,The lady ate chicken in her hands.
KpmVL4ANieA,0,9,682611,clean,81,English,"A monkey pulls a dogs tail, runs away, then comes back and yanks at the dog's leg, again running away."
KpmVL4ANieA,0,9,760882,clean,41,English,A monkey attacks a dog.
